Date,"Total membership","Full Members",Guests,"Daily active members","Daily members posting messages","Weekly active members","Weekly members posting messages","Messages in public channels","Messages in private channels","Messages in shared channels","Messages in DMs","Percent of messages, public channels","Percent of messages, private channels","Percent of messages, DMs","Percent of views, public channels","Percent of views, private channels","Percent of views, DMs","Files uploaded","Messages posted by members",Name,"Public channels, single-workspace","Messages posted","Messages posted by apps"
2020-10-26,349,349,0,80,41,110,75,142,45,0,548,0.1932,0.0612,0.7456,0.3786,0.0462,0.5751,9,735,0,45,771,0
2020-10-27,351,351,0,71,36,113,76,110,15,0,482,0.1812,0.0247,0.7941,0.4124,0.0283,0.5593,12,607,0,45,637,0
2020-10-28,351,351,0,78,34,112,75,219,36,0,481,0.2976,0.0489,0.6535,0.5517,0.0401,0.4082,6,736,0,45,744,1
2020-10-29,351,351,0,83,38,111,74,74,29,0,455,0.1326,0.052,0.8154,0.3907,0.0808,0.5285,8,558,0,45,572,1
2020-10-30,351,351,0,69,38,114,67,155,1,0,946,0.1407,0.0009,0.8584,0.2917,0.0042,0.7041,17,1102,0,45,1133,0
2020-10-31,351,351,0,67,29,114,65,14,17,0,483,0.0272,0.0331,0.9397,0.1899,0.043,0.7671,9,514,0,45,548,1
2020-11-01,351,351,0,61,37,115,70,71,10,0,255,0.2113,0.0298,0.7589,0.5977,0.0291,0.3732,12,336,0,45,364,0
2020-11-02,352,352,0,77,49,113,68,92,12,0,829,0.0986,0.0129,0.8885,0.2585,0.0274,0.714,5,933,0,45,962,0
2020-11-03,352,352,0,83,41,110,69,110,61,0,385,0.1978,0.1097,0.6924,0.4989,0.1133,0.3879,14,556,0,45,615,2
2020-11-04,352,352,0,61,38,110,68,68,0,0,1100,0.0582,0,0.9418,0.1802,0.0054,0.8144,32,1168,0,45,1190,0
2020-11-05,352,352,0,79,37,108,65,45,20,0,652,0.0628,0.0279,0.9093,0.3362,0.0398,0.6239,9,717,0,45,729,0
2020-11-06,352,352,0,78,40,109,67,195,7,0,671,0.2234,0.008,0.7686,0.4161,0.0119,0.572,23,873,0,45,909,0
2020-11-07,352,352,0,78,33,113,70,30,39,0,468,0.0559,0.0726,0.8715,0.3737,0.0638,0.5625,5,537,0,45,545,0
2020-11-08,352,352,0,71,37,113,69,52,41,0,323,0.125,0.0986,0.7764,0.3687,0.1011,0.5302,7,416,0,45,432,0
2020-11-09,353,353,0,93,45,119,69,98,97,2,962,0.0847,0.0838,0.8315,0.3072,0.0688,0.624,20,1157,0,47,1572,1
2020-11-10,356,356,0,87,46,120,72,48,159,2,731,0.0512,0.1695,0.7793,0.237,0.1651,0.5979,46,938,0,47,995,1
2020-11-11,356,356,0,65,38,122,70,51,15,0,643,0.0719,0.0212,0.9069,0.1661,0.0386,0.7953,8,709,0,49,723,1
2020-11-12,357,357,0,72,37,120,69,22,19,0,250,0.0756,0.0653,0.8591,0.4644,0.0597,0.4759,5,291,0,49,323,0
2020-11-13,358,358,0,66,42,122,71,87,14,2,1124,0.071,0.0114,0.9176,0.2278,0.0187,0.7535,11,1225,0,49,1258,0
2020-11-14,359,359,0,66,38,123,72,143,25,0,285,0.3157,0.0552,0.6291,0.4726,0.0774,0.4501,6,453,0,49,481,0
2020-11-15,359,359,0,69,37,120,70,15,20,0,262,0.0505,0.0673,0.8822,0.3837,0.0755,0.5408,2,297,0,49,333,2
2020-11-16,359,359,0,76,49,115,72,67,64,5,1018,0.0583,0.0557,0.886,0.2939,0.063,0.6431,24,1149,0,49,1234,0
2020-11-17,360,360,0,82,42,112,66,64,138,6,753,0.067,0.1445,0.7885,0.3665,0.1351,0.4984,26,955,0,48,1043,0
